fund_code,fund_name,nav_date,unit_nav,accumulated_nav,daily_growth_rate_percent,source
110008,易方达稳健收益债券B,2011-03-10,1.0617,1.2703,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-11,1.0568,1.2654,-0.46,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-14,1.0571,1.2657,0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-15,1.0575,1.2661,0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-16,1.0579,1.2665,0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-17,1.0569,1.2655,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-18,1.0581,1.2667,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-21,1.0578,1.2664,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-22,1.0579,1.2665,0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-23,1.059,1.2676,0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-24,1.0589,1.2675,-0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-25,1.0598,1.2684,0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-28,1.0585,1.2671,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-29,1.0538,1.2624,-0.44,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-30,1.0521,1.2607,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-03-31,1.0528,1.2614,0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-01,1.0549,1.2635,0.2,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-06,1.0541,1.2627,-0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-07,1.0565,1.2651,0.23,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-08,1.0581,1.2667,0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-11,1.0581,1.2667,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-12,1.0583,1.2669,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-13,1.0593,1.2679,0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-14,1.0584,1.267,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-15,1.0584,1.267,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-18,1.0593,1.2679,0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-19,1.0586,1.2672,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-20,1.058,1.2666,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-21,1.059,1.2676,0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-22,1.058,1.2666,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-25,1.0548,1.2634,-0.3,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-26,1.0522,1.2608,-0.25,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-27,1.0486,1.2572,-0.34,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-28,1.0453,1.2539,-0.31,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-04-29,1.0481,1.2567,0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-03,1.0496,1.2582,0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-04,1.0469,1.2555,-0.26,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-05,1.0464,1.255,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-06,1.0475,1.2561,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-09,1.0472,1.2558,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-10,1.0489,1.2575,0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-11,1.0488,1.2574,-0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-12,1.0477,1.2563,-0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-13,1.0489,1.2575,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-16,1.0492,1.2578,0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-17,1.0488,1.2574,-0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-18,1.0503,1.2589,0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-19,1.0509,1.2595,0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-20,1.0505,1.2591,-0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-23,1.0472,1.2558,-0.31,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-24,1.0455,1.2541,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-25,1.0436,1.2522,-0.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-26,1.043,1.2516,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-27,1.0413,1.2499,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-30,1.0405,1.2491,-0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-05-31,1.0424,1.251,0.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-01,1.0447,1.2533,0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-02,1.0444,1.253,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-03,1.0459,1.2545,0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-07,1.0472,1.2558,0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-08,1.0473,1.2559,0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-09,1.0446,1.2532,-0.26,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-10,1.0455,1.2541,0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-13,1.0405,1.2491,-0.48,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-14,1.0401,1.2487,-0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-15,1.0388,1.2474,-0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-16,1.0365,1.2451,-0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-17,1.0379,1.2465,0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-20,1.0368,1.2454,-0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-21,1.0372,1.2458,0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-22,1.0371,1.2457,-0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-23,1.0373,1.2459,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-24,1.0372,1.2458,-0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-27,1.0409,1.2495,0.36,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-28,1.0403,1.2489,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-29,1.0385,1.2471,-0.17,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-06-30,1.0415,1.2501,0.29,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-01,1.0402,1.2488,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-04,1.0426,1.2512,0.23,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-05,1.0424,1.251,-0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-06,1.0418,1.2504,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-07,1.0494,1.258,0.73,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-08,1.0523,1.2609,0.28,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-11,1.052,1.2606,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-12,1.0507,1.2593,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-13,1.0502,1.2588,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-14,1.051,1.2596,0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-15,1.052,1.2606,0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-18,1.0501,1.2587,-0.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-19,1.0446,1.2532,-0.52,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-20,1.0415,1.2501,-0.3,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-21,1.0367,1.2453,-0.46,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-22,1.0363,1.2449,-0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-25,1.0315,1.2401,-0.46,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-26,1.0313,1.2399,-0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-27,1.034,1.2426,0.26,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-28,1.0332,1.2418,-0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-07-29,1.0315,1.2401,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-01,1.0318,1.2404,0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-02,1.0277,1.2363,-0.4,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-03,1.0249,1.2335,-0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-04,1.0254,1.234,0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-05,1.0249,1.2335,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-08,1.0185,1.2271,-0.62,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-09,1.0213,1.2299,0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-10,1.0224,1.231,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-11,1.0284,1.237,0.59,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-12,1.0318,1.2404,0.33,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-15,1.0359,1.2445,0.4,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-16,1.0344,1.243,-0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-17,1.0358,1.2444,0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-18,1.0346,1.2432,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-19,1.0326,1.2412,-0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-22,1.0306,1.2392,-0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-23,1.0354,1.244,0.47,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-24,1.0361,1.2447,0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-25,1.0404,1.249,0.42,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-26,1.0381,1.2467,-0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-29,1.0258,1.2344,-1.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-30,1.0222,1.2308,-0.35,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-08-31,1.0235,1.2321,0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-01,1.0248,1.2334,0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-02,1.0233,1.2319,-0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-05,1.0188,1.2274,-0.44,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-06,1.0165,1.2251,-0.23,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-07,1.0204,1.229,0.38,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-08,1.0163,1.2249,-0.4,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-09,1.0155,1.2241,-0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-13,1.0155,1.2241,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-14,1.017,1.2256,0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-15,1.0178,1.2264,0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-16,1.0167,1.2253,-0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-19,1.0132,1.2218,-0.34,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-20,1.0132,1.2218,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-21,1.0196,1.2282,0.63,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-22,1.0133,1.2219,-0.62,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-23,1.0161,1.2247,0.28,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-26,1.0159,1.2245,-0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-27,1.0166,1.2252,0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-28,1.0166,1.2252,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-29,1.0117,1.2203,-0.48,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-09-30,1.0095,1.2181,-0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-10,1.0079,1.2165,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-11,1.0085,1.2171,0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-12,1.0159,1.2245,0.73,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-13,1.0192,1.2278,0.32,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-14,1.0194,1.228,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-17,1.0236,1.2322,0.41,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-18,1.0182,1.2268,-0.53,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-19,1.0194,1.228,0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-20,1.0132,1.2218,-0.61,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-21,1.0122,1.2208,-0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-24,1.0202,1.2288,0.79,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-25,1.0231,1.2317,0.28,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-26,1.0329,1.2415,0.96,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-27,1.0285,1.2371,-0.43,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-28,1.0327,1.2413,0.41,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-10-31,1.0357,1.2443,0.29,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-01,1.0397,1.2483,0.39,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-02,1.0486,1.2572,0.86,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-03,1.0466,1.2552,-0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-04,1.0506,1.2592,0.38,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-07,1.0491,1.2577,-0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-08,1.0473,1.2559,-0.17,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-09,1.0492,1.2578,0.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-10,1.0446,1.2532,-0.44,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-11,1.044,1.2526,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-14,1.0486,1.2572,0.44,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-15,1.0527,1.2613,0.39,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-16,1.0454,1.254,-0.69,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-17,1.0431,1.2517,-0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-18,1.0386,1.2472,-0.43,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-21,1.0381,1.2467,-0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-22,1.0387,1.2473,0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-23,1.037,1.2456,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-24,1.0373,1.2459,0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-25,1.036,1.2446,-0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-28,1.0382,1.2468,0.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-29,1.0397,1.2483,0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-11-30,1.0278,1.2364,-1.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-01,1.0402,1.2488,1.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-02,1.0414,1.25,0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-05,1.0371,1.2457,-0.41,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-06,1.0343,1.2429,-0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-07,1.0358,1.2444,0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-08,1.0376,1.2462,0.17,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-09,1.0344,1.243,-0.31,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-12,1.0293,1.2379,-0.49,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-13,1.0231,1.2317,-0.6,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-14,1.0194,1.228,-0.36,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-15,1.0124,1.221,-0.69,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-16,1.019,1.2276,0.65,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-19,1.021,1.2296,0.2,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-20,1.0221,1.2307,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-21,1.0194,1.228,-0.26,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-22,1.0204,1.229,0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-23,1.0217,1.2303,0.13,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-26,1.0199,1.2285,-0.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-27,1.0158,1.2244,-0.4,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-28,1.0163,1.2249,0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-29,1.0184,1.227,0.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-30,1.0251,1.2337,0.66,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2011-12-31,1.0252,1.2338,0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-04,1.023,1.2316,-0.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-05,1.0195,1.2281,-0.34,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-06,1.0246,1.2332,0.5,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-09,1.0327,1.2413,0.79,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-10,1.0435,1.2521,1.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-11,1.0392,1.2478,-0.41,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-12,1.0393,1.2479,0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-13,1.0336,1.2422,-0.55,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-16,1.0297,1.2383,-0.38,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-17,1.0389,1.2475,0.89,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-18,1.0339,1.2425,-0.48,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-19,1.037,1.2456,0.3,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-20,1.0398,1.2484,0.27,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-30,1.038,1.2466,-0.17,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-01-31,1.0407,1.2493,0.26,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-01,1.0389,1.2475,-0.17,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-02,1.044,1.2526,0.49,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-03,1.0453,1.2539,0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-06,1.0442,1.2528,-0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-07,1.0391,1.2477,-0.49,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-08,1.0425,1.2511,0.33,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-09,1.0422,1.2508,-0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-10,1.042,1.2506,-0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-13,1.0412,1.2498,-0.08,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-14,1.0412,1.2498,0.0,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-15,1.0435,1.2521,0.22,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-16,1.0428,1.2514,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-17,1.0419,1.2505,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-20,1.0444,1.253,0.24,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-21,1.0449,1.2535,0.05,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-22,1.0461,1.2547,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-23,1.0473,1.2559,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-24,1.049,1.2576,0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-27,1.0499,1.2585,0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-28,1.0515,1.2601,0.15,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-02-29,1.0504,1.259,-0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-01,1.0536,1.2622,0.3,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-02,1.0579,1.2665,0.41,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-05,1.0586,1.2672,0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-06,1.0574,1.266,-0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-07,1.0567,1.2653,-0.07,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-08,1.0587,1.2673,0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-09,1.0613,1.2699,0.25,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-12,1.0601,1.2687,-0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-13,1.0614,1.27,0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-14,1.0554,1.264,-0.57,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-15,1.0724,1.281,1.61,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-16,1.0707,1.2793,-0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-19,1.073,1.2816,0.21,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-20,1.0669,1.2755,-0.57,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-21,1.0612,1.2698,-0.53,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-22,1.0637,1.2723,0.24,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-23,1.0617,1.2703,-0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-26,1.0604,1.269,-0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-27,1.0616,1.2702,0.11,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-28,1.0521,1.2607,-0.89,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-29,1.0522,1.2608,0.01,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-30,1.0518,1.2604,-0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-03-31,1.0521,1.2607,0.03,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-05,1.056,1.2646,0.37,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-06,1.0579,1.2665,0.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-09,1.0569,1.2655,-0.09,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-10,1.0596,1.2682,0.26,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-11,1.0613,1.2699,0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-12,1.0678,1.2764,0.61,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-13,1.0693,1.2779,0.14,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-16,1.0687,1.2773,-0.06,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-17,1.0668,1.2754,-0.18,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-18,1.0724,1.281,0.52,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-19,1.0744,1.283,0.19,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-20,1.0757,1.2843,0.12,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-23,1.0697,1.2783,-0.56,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-24,1.0693,1.2779,-0.04,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-25,1.0725,1.2811,0.3,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-26,1.0742,1.2828,0.16,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-04-27,1.0744,1.283,0.02,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-05-02,1.078,1.2866,0.34,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-05-03,1.0807,1.2893,0.25,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-05-04,1.0818,1.2904,0.1,东方财富基金历史净值接口
110008,易方达稳健收益债券B,2012-05-07,1.082,1.2906,0.02,东方财富基金历史净值接口
