t,light_percent,temp,state
0.002275228500366211,20.0,27.2,LED_ON
0.0028047561645507812,65.93,28.7,LED_OFF
0.0031905174255371094,20.0,27.2,LED_ON
0.00360870361328125,65.93,28.7,LED_OFF
0.003972768783569336,20.0,27.2,LED_ON
0.004373311996459961,65.93,28.7,LED_OFF
0.004719734191894531,20.0,27.2,LED_ON
0.005111217498779297,65.93,28.7,LED_OFF
0.005518913269042969,20.0,27.2,LED_ON
0.005962371826171875,65.93,28.7,LED_OFF
0.0064373016357421875,20.0,27.2,LED_ON
0.006658315658569336,65.93,28.7,LED_OFF
0.00684356689453125,20.0,27.2,LED_ON
0.00713801383972168,65.93,28.7,LED_OFF
0.007308006286621094,20.0,27.2,LED_ON
0.007534503936767578,65.93,28.7,LED_OFF
0.007723093032836914,20.0,27.2,LED_ON
0.007941246032714844,65.93,28.7,LED_OFF
0.008118867874145508,20.0,27.2,LED_ON
0.00835871696472168,65.93,28.7,LED_OFF
0.008528470993041992,20.0,27.2,LED_ON
0.008739471435546875,65.93,28.7,LED_OFF
0.008930683135986328,20.0,27.2,LED_ON
0.009151458740234375,65.93,28.7,LED_OFF
0.009322404861450195,20.0,27.2,LED_ON
0.009591817855834961,65.93,28.7,LED_OFF
0.009774923324584961,20.0,27.2,LED_ON
0.010001182556152344,65.93,28.7,LED_OFF
0.010174751281738281,20.0,27.2,LED_ON
0.010393142700195312,65.93,28.7,LED_OFF
0.010601997375488281,20.0,27.2,LED_ON
0.010833263397216797,65.93,28.7,LED_OFF
0.011024713516235352,20.0,27.2,LED_ON
0.011257410049438477,65.93,28.7,LED_OFF
0.011437654495239258,20.0,27.2,LED_ON
0.011687517166137695,65.93,28.7,LED_OFF
0.011983633041381836,20.0,27.2,LED_ON
0.012756586074829102,65.93,28.7,LED_OFF
0.012906551361083984,20.0,27.2,LED_ON
0.01314401626586914,65.93,28.7,LED_OFF
0.01372385025024414,20.0,27.2,LED_ON
0.014093399047851562,65.93,28.7,LED_OFF
0.014278173446655273,20.0,27.2,LED_ON
0.014525413513183594,65.93,28.7,LED_OFF
0.01469874382019043,20.0,27.2,LED_ON
0.014912128448486328,65.93,28.7,LED_OFF
0.01509857177734375,20.0,27.2,LED_ON
0.015477180480957031,65.93,28.7,LED_OFF
0.015665292739868164,20.0,27.2,LED_ON
0.015920400619506836,65.93,28.7,LED_OFF
0.01609945297241211,20.0,27.2,LED_ON
0.01631617546081543,65.93,28.7,LED_OFF
0.01650071144104004,20.0,27.2,LED_ON
0.01671886444091797,65.93,28.7,LED_OFF
0.016886472702026367,20.0,27.2,LED_ON
0.017106056213378906,65.93,28.7,LED_OFF
0.017382144927978516,20.0,27.2,LED_ON
0.017573118209838867,65.93,28.7,LED_OFF
0.017748594284057617,20.0,27.2,LED_ON
0.017976045608520508,65.93,28.7,LED_OFF
0.01815009117126465,20.0,27.2,LED_ON
0.018357515335083008,65.93,28.7,LED_OFF
0.018540143966674805,20.0,27.2,LED_ON
0.018755197525024414,65.93,28.7,LED_OFF
0.01891922950744629,20.0,27.2,LED_ON
0.019138574600219727,65.93,28.7,LED_OFF
0.019321680068969727,20.0,27.2,LED_ON
0.019622087478637695,65.93,28.7,LED_OFF
0.01990485191345215,20.0,27.2,LED_ON
0.02012348175048828,65.93,28.7,LED_OFF
0.020281553268432617,20.0,27.2,LED_ON
0.02045154571533203,65.93,28.7,LED_OFF
0.02061939239501953,20.0,27.2,LED_ON
0.020782947540283203,65.93,28.7,LED_OFF
0.020970821380615234,20.0,27.2,LED_ON
0.02114582061767578,65.93,28.7,LED_OFF
0.021277189254760742,20.0,27.2,LED_ON
0.021544456481933594,65.93,28.7,LED_OFF
0.022135257720947266,20.0,27.2,LED_ON
0.02233743667602539,65.93,28.7,LED_OFF
0.022527217864990234,20.0,27.2,LED_ON
0.022741079330444336,65.93,28.7,LED_OFF
0.022922039031982422,20.0,27.2,LED_ON
0.023139476776123047,65.93,28.7,LED_OFF
0.023406028747558594,20.0,27.2,LED_ON
0.02359938621520996,65.93,28.7,LED_OFF
0.023795127868652344,20.0,27.2,LED_ON
0.024001598358154297,65.93,28.7,LED_OFF
0.024193286895751953,20.0,27.2,LED_ON
0.02440476417541504,65.93,28.7,LED_OFF
0.0245819091796875,20.0,27.2,LED_ON
0.024828672409057617,65.93,28.7,LED_OFF
0.02497553825378418,20.0,27.2,LED_ON
0.025162935256958008,65.93,28.7,LED_OFF
0.025313854217529297,20.0,27.2,LED_ON
0.025527477264404297,65.93,28.7,LED_OFF
0.025667667388916016,20.0,27.2,LED_ON
0.025899171829223633,65.93,28.7,LED_OFF
0.026091337203979492,20.0,27.2,LED_ON
0.026339292526245117,65.93,28.7,LED_OFF
0.02653026580810547,20.0,27.2,LED_ON
0.02672100067138672,65.93,28.7,LED_OFF
0.02686166763305664,20.0,27.2,LED_ON
0.027094125747680664,65.93,28.7,LED_OFF
0.027235031127929688,20.0,27.2,LED_ON
0.027425527572631836,65.93,28.7,LED_OFF
0.02764582633972168,20.0,27.2,LED_ON
0.02782607078552246,65.93,28.7,LED_OFF
0.027986764907836914,20.0,27.2,LED_ON
0.028155803680419922,65.93,28.7,LED_OFF
0.028315067291259766,20.0,27.2,LED_ON
0.02852916717529297,65.93,28.7,LED_OFF
0.028658390045166016,20.0,27.2,LED_ON
0.028822660446166992,65.93,28.7,LED_OFF
0.028965473175048828,20.0,27.2,LED_ON
0.029171228408813477,65.93,28.7,LED_OFF
0.029317140579223633,20.0,27.2,LED_ON
0.029582738876342773,65.93,28.7,LED_OFF
0.02975916862487793,20.0,27.2,LED_ON
0.029932260513305664,65.93,28.7,LED_OFF
0.030606508255004883,20.0,27.2,LED_ON
0.030802488327026367,65.93,28.7,LED_OFF
0.030991077423095703,20.0,27.2,LED_ON
0.0312044620513916,65.93,28.7,LED_OFF
0.031499385833740234,20.0,27.2,LED_ON
0.03217959403991699,65.93,28.7,LED_OFF
0.03256869316101074,20.0,27.2,LED_ON
0.03280162811279297,65.93,28.7,LED_OFF
0.032999515533447266,20.0,27.2,LED_ON
0.03333902359008789,65.93,28.7,LED_OFF
0.033541202545166016,20.0,27.2,LED_ON
0.03375649452209473,65.93,28.7,LED_OFF
0.033905029296875,20.0,27.2,LED_ON
0.03410196304321289,65.93,28.7,LED_OFF
0.03424191474914551,20.0,27.2,LED_ON
0.03444957733154297,65.93,28.7,LED_OFF
0.03464865684509277,20.0,27.2,LED_ON
0.03488278388977051,65.93,28.7,LED_OFF
0.03503894805908203,20.0,27.2,LED_ON
0.03518223762512207,65.93,28.7,LED_OFF
0.035349369049072266,20.0,27.2,LED_ON
0.03549480438232422,65.93,28.7,LED_OFF
0.03564167022705078,20.0,27.2,LED_ON
0.03577899932861328,65.93,28.7,LED_OFF
0.0359039306640625,20.0,27.2,LED_ON
0.03606772422790527,65.93,28.7,LED_OFF
0.03620028495788574,20.0,27.2,LED_ON
0.03635859489440918,65.93,28.7,LED_OFF
0.03649449348449707,20.0,27.2,LED_ON
0.03663277626037598,65.93,28.7,LED_OFF
0.03674626350402832,20.0,27.2,LED_ON
0.03692126274108887,65.93,28.7,LED_OFF
0.03705573081970215,20.0,27.2,LED_ON
0.03720593452453613,65.93,28.7,LED_OFF
0.03733038902282715,20.0,27.2,LED_ON
0.03748345375061035,65.93,28.7,LED_OFF
0.03759360313415527,20.0,27.2,LED_ON
0.03774213790893555,65.93,28.7,LED_OFF
0.037883758544921875,20.0,27.2,LED_ON
0.03802156448364258,65.93,28.7,LED_OFF
0.038144588470458984,20.0,27.2,LED_ON
0.03831362724304199,65.93,28.7,LED_OFF
0.0384671688079834,20.0,27.2,LED_ON
0.03880143165588379,65.93,28.7,LED_OFF
0.03894305229187012,20.0,27.2,LED_ON
0.039168357849121094,65.93,28.7,LED_OFF
0.03934645652770996,20.0,27.2,LED_ON
0.03956413269042969,65.93,28.7,LED_OFF
0.03970646858215332,20.0,27.2,LED_ON
